id,triggerDesc,actionDesc,deviceCategory
cqgNEGf4,WHEN a selected member arrives,", THEN set your aura to away scene",Light
cr37znPC,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
crpZJE3j,WHEN a selected member arrives,", THEN set your aura to home scene",Light
crzEW4Ke,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
csnyK7dx,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights",Light
cstHuriK,WHEN a selected member arrives,", THEN set your aura to home scene",Light
ct2VrBxU,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
ctLd2aAf,WHEN a selected member arrives,", THEN set your aura to away scene",Light
cuEZ8rY4,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
cv4UcHXY,WHEN a set number of minutes before the starting time of an event on your Google Calendar that contains a specific keyword or phrase,", THEN change the color of your hue lights",Light
cvSF8YcK,WHEN a selected member arrives,", THEN set your aura to away scene",Light
cvWb6mgN,WHEN your Arlo device detects motion,", THEN turn a wemo light switch on",Light
cvizhrXL,WHEN every time you press the button,", THEN toggle your hue lights on or off",Light
cwJ8ATKG,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
cxBCF5yS,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
cxFi9kjY,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
cxLZbGAr,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
cxXaJE9Z,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
cxdA3ZXJ,WHEN a selected member arrives,", THEN set your aura to away scene",Light
cxkA5mK6,WHEN Aura detects motion,", THEN set your aura to away scene",Light
cxpUPGdV,WHEN a selected member arrives,", THEN set your aura to home scene",Light
cxzQByGs,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
cyDKe3bN,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
cyNgHpq4,WHEN you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score,", THEN set a nest thermostat to the temperature you specify",Thermostat/Heating
cz6wRtPZ,WHEN you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score,", THEN set a scene on your hue lights",Light
czBWESrV,WHEN Aura detects motion when set to Night scene,", THEN set your aura to guardian scene",Light
czJQCuE9,WHEN a selected member arrives,", THEN set your aura to away scene",Light
czQPW24E,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
czTikYDF,WHEN every time you place a phone call on your Android device,", THEN make your lights quickly blink the color of your choice",Light
czrEhAjR,WHEN at the hours where electricity in Norway is expensive,", THEN set the freezer temperature",Thermostat/Heating
d23VGfnw,WHEN every time a motion is detected at the given doorbell,", THEN turn a wemo switch on",Generic/Other
d26MLHh8,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
d2rwTet4,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
d2tQNrfd,WHEN Aura detects motion when set to Night scene,", THEN set your aura to night scene",Light
d3XUpEPJ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
d3qQzAYf,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
d45mW63F,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
d4AMjsn8,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
d4EbFZxm,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
d4J8HYC2,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
d4TmwiDG,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
d4a6TzvL,WHEN every time your WeMo Motion sensor detects new motion,", THEN turn your lights on",Light
d4qdz83x,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
d4rwsUmR,WHEN every time you click the selected Flic,", THEN turns off the selected group of wemo lights",Light
d4tYz5HR,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
d4yima5x,WHEN a selected member arrives,", THEN set your aura to away scene",Light
d5w4D9T3,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
d6Vn4gt5,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN toggle a wemo switch on or off",Generic/Other
d78EvGz5,WHEN within 15 minutes of the sunrise in your location,", THEN turn your lights on",Light
d7dQfgrA,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene",Light
d7g9Ex8G,WHEN an abode alarm is active,", THEN briefly turn your hue lights off THEN back on",Light
d7qUkLXb,WHEN a set number of minutes before the starting time of any event on your Google Calendar,", THEN briefly turn your hue lights off THEN back on",Light
d8BKcwTb,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
d8MusaVv,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
d8j79xsL,WHEN every time your WeMo Motion sensor detects new motion,", THEN turn a wemo switch on",Generic/Other
d8q7H2bi,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
d8xzHhFr,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
d9RivAdC,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
d9SbprJd,WHEN a selected member arrives,", THEN set your aura to away scene",Light
d9WCMEKx,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
dAC8sUhX,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
dAGTvcr8,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
dAcKjSXC,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
dB2FgCsv,WHEN an abode alarm is active,", THEN turn on your hue lights",Light
dB5KWsMC,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your smartthings devices that support switching off",Generic/Other
dBXjSP4G,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
dBkpFRuJ,WHEN a selected member arrives,", THEN set your aura to away scene",Light
dC35kB7j,WHEN a selected member leaves,", THEN set your aura to away scene",Light
dDSp3UkK,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
dDf6KHFi,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN set your lights to a pre-defined scene",Light
dEiD5Pdk,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
dF4JEaCx,WHEN the scene is changed to the selected scene,", THEN set your aura to home scene",Light
dFEXBQ5d,WHEN every single day at a specific time set by you,", THEN turn a wemo switch off",Generic/Other
dFYcX8pD,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
dFkP9nzv,WHEN every time your Android device's battery drops below 15%,", THEN make your lights quickly blink the color of your choice",Light
dFrmCiq9,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
dGBp6czQ,WHEN every time you enter an area you specify,", THEN turn your lights on",Light
dGkXpSPV,WHEN once a year on the date and time you specify,", THEN change the color of your lights",Light
dGw7qKAW,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene",Light
dHKxqr9S,WHEN within 15 minutes of the sunrise in your location,", THEN turn off your hue lights",Light
dHZJ8q2g,WHEN the scene is changed to the selected scene,", THEN set your aura to night scene",Light
dHjqgJ7F,WHEN every time you like a video on YouTube,", THEN turn on, turn off or toggle your lights",Light
dHnJSbeK,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
dHvFspce,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN briefly turn your hue lights off THEN back on",Light
dJ2YBFTu,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
dJTd2HbB,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN changes the brightness level of the selected wemo light",Light
dJZt3BMb,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
dKC2WDV7,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
dKGN7eAW,WHEN every time a motion is detected at the given doorbell,", THEN turn on your hue lights",Light
dKXdszEP,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
dKg8Hf54,WHEN every time the camera detects a sound or motion event,", THEN turn a wemo switch on",Generic/Other
dKp6APqS,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
dL2jxZrk,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn off your hue lights",Light
dL4yam8z,WHEN a selected member leaves,", THEN set your aura to guardian scene",Light
dL6dQSbC,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
dL8TMYke,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights",Light
dLAk5RNc,WHEN a selected member arrives,", THEN set your aura to guardian scene",Light
dLJPvB5g,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene",Light
dLRgvmNq,WHEN every time a new item is added to the feed you specify,", THEN briefly turn your hue lights off THEN back on",Light
dLbcfZpx,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
dLm76PZk,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene",Light
dNJRzCPh,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
dNVrLDp6,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN briefly turn your hue lights off THEN back on",Light
dNf6hvTG,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN set your lights to a specified brightness",Light
dNmgQAPe,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene",Light
dPREv89i,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene",Light
dPVByANk,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN toggle your hue lights on or off",Light
dPbnyJMm,WHEN within 15 minutes of the sunrise in your location,", THEN turn off your hue lights",Light
