id,triggerDesc,actionDesc
gwJxQSTr,WHEN every time the temperature drops below a value you specify,", THEN order your home to go back to default schedule"
gwbNckJK,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn off your hue lights"
gwbfnMSN,WHEN every time a motion is detected at the given doorbell,", THEN turn your lights on"
gwfYSjkq,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
gwxySNAE,WHEN the Volatile Organic Compound (VOC) levels measured from your Awair device rises above the threshold you specified for more than 30 seconds,", THEN turn on your hvac system fan for the amount of time you specify in your nest fan timer setting (default is 15 minutes)"
gx86jvgy,WHEN Aura detects motion,", THEN set your aura to guardian scene"
gxL9HpQd,WHEN a selected member arrives,", THEN set your aura to away scene"
gxQ8wqF6,WHEN every time the Twitter user you specify tweets,", THEN turn on your hue lights"
gxbFeJQs,WHEN a selected member arrives,", THEN set your aura to away scene"
gxd5B8t2,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
gyYSpH64,WHEN you tap a gesture with a custom IFTTT task matching the ID of this trigger,", THEN turn a wemo switch off"
gyb3nTKQ,WHEN there is a new membership for your channel,", THEN set your lights to a specified brightness"
gyeSaMQ6,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN change your hue lights to a randomly selected color"
gyhdeQn6,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
gzbdFPap,WHEN every time you answer a phone call on your Android device,", THEN pause your robot"
gzun6jNi,WHEN an abode alarm is active,", THEN toggle your hue lights on or off"
h24BYjxt,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
h2RFEUHt,WHEN a selected member arrives,", THEN set your aura to guardian scene"
h2SKmZQN,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
h2TWktmc,WHEN a selected member arrives,", THEN set your aura to home scene"
h2qMFZY7,WHEN every time somebody rings your Ring Doorbell,", THEN turn a wemo light switch on"
h2y9MtQp,WHEN every time you enter an area you specify,", THEN boost heating to the temperature and duration you specify"
h3sGnjpu,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
h4hjn35G,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
h4zcqULm,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
h5FAmYbK,WHEN every time you add an item to your To Do List,", THEN pause your thermosmart"
h5WMUVej,WHEN a selected member arrives,", THEN set your aura to home scene"
h5p2uSKB,WHEN every time you enter an area you specify,", THEN set a nest thermostat to the temperature you specify"
h5pzGVDb,WHEN every time your WeMo Switch is turned on,", THEN turn a wemo light switch on"
h62ZiD8V,WHEN every time a motion is detected at the given doorbell,", THEN turn your hive light on for a specific duration"
h6A8ZxMf,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
h6RmTHMy,WHEN your Arlo device detects motion,", THEN turn on a device"
h6c2FyQz,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
h6hgDQeR,WHEN every single day at a specific time set by you,", THEN turn on one of your mi|home devices"
h6japYEd,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
h76dLxvw,WHEN every time somebody rings your Ring Doorbell,", THEN turn on your smartthings devices that support switching on"
h7EFjTD4,WHEN within 15 minutes of the sunset in your location,", THEN turn a wemo switch on"
h7c5ZfdT,WHEN every time your alarm goes off,", THEN turn a wemo insight switch on"
h7hdaEej,WHEN within 15 minutes of the sunset in your location,", THEN turn on one of your mi|home devices"
h7vMCyDH,"WHEN every time your Withings Sleep detects that you get out of bed, within the start and end time parameters that you specify",", THEN turn on your coffee machine"
h89yVX7t,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
h8CGEdL4,"WHEN every time your Withings Sleep detects that you get out of bed, within the start and end time parameters that you specify",", THEN unlock a specific device"
h8KF67Ny,WHEN Aura detects motion,", THEN set your aura to home scene"
h9UAj4XQ,WHEN every time a motion event is detected,", THEN turn on your hue lights"
hAFRJ3Yz,WHEN the scene is changed to the selected scene,", THEN set your aura to away scene"
hAYTc3wH,WHEN every single day at a specific time set by you,", THEN turn off your hue lights"
hAcpWxFd,WHEN a selected member arrives,", THEN set your aura to guardian scene"
hAtuq5YP,WHEN Aura detects motion,", THEN set your aura to away scene"
hAuhZpQ9,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN turn on your hue lights"
hAydWwLt,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set a scene on your hue lights"
hB3G4kea,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
hBDb32js,WHEN every time IFTTT receives a specific event from Apilio,", THEN switch on your light"
hBEKtRbU,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
hBKNM845,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN change the color of your hue lights"
hBL8DJc7,WHEN you tap a gesture with a custom IFTTT task matching the ID of this trigger,", THEN change the brightness of a light bulb"
hBdYAtDT,WHEN every time you are tagged you in a new photo,", THEN make your lights slowly breathe the color of your choice"
hCEFzMvm,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
hCgxHjkN,WHEN every time you press the button,", THEN make your lights quickly blink the color of your choice"
hCqmy5hG,WHEN every time the camera detects a motion event,", THEN turn a wemo switch on"
hD2CA7vy,WHEN only on specific days of the week at the time you provide,", THEN turn your lights on"
hDa8FXUB,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN activate the scene that you choose"
hDryf7ax,WHEN a selected member arrives,", THEN set your aura to home scene"
hDwxhtPc,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
hE3udeLJ,WHEN every time there is a new follower of your channel,", THEN change your light's brightness to the specified level"
hECkyS7P,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
hFCRLY6P,WHEN every time you enter an area you specify,", THEN turn your lights on"
hFYnsAt9,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set your thermostat to a specified temperature"
hFf3H4Sk,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN change the color of your hue lights"
hFhQZy7N,WHEN a selected member arrives,", THEN set your aura to home scene"
hFzPHT5x,WHEN a selected member arrives,", THEN set your aura to away scene"
hGJ2WMig,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
hGLmCH6g,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN dim or brighten your hue lights to a value between 0-100"
hGMUrqhe,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
hGQ2zTj8,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
hGRdAHxE,WHEN every time you enter an area you specify,", THEN activate a selected scene from your account"
hGYpd2hR,WHEN a selected member arrives,", THEN set your aura to away scene"
hGcevXLw,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
hGpFDhPB,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on your coffee machine"
hGwEsYfx,WHEN every time you say 'Alexa trigger' + the phrase that you have defined,", THEN set the mode of the air conditioner unit"
hHCZw6m5,WHEN there is a new Super Chat message in a live chat during a live stream on your channel,", THEN change your lights to specified color temperature"
hHQteFyZ,WHEN every time your Android device's battery drops below 15%,", THEN change the color of your lights"
hHfEM3h7,WHEN a selected member arrives,", THEN set your aura to away scene"
hHhcCeLz,WHEN within 15 minutes of your unit having been turned on,", THEN turn off your daikin ac unit"
hJQbrhgH,WHEN a selected member arrives,", THEN set your aura to guardian scene"
hJVhx9zy,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
hJYqrKcB,WHEN every single day at a specific time set by you,", THEN turn on your hue lights"
hJZbAc7X,WHEN every time you exit an area you specify,", THEN set the current room temperature to a level of your choice"
hJZeB54v,WHEN only on specific days of the week at the time you provide,", THEN turn off the device/group of your choosing"
hK3Bgh9A,WHEN only on specific days of the week at the time you provide,", THEN briefly turn your hue lights off THEN back on"
hKGLwNjq,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to home scene"
hKaYZ6Xc,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
hKhT9fFZ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
hKndg7uJ,WHEN Aura detects motion when set to Night scene,", THEN set your aura to home scene"
hKxiHwgQ,WHEN within 15 minutes of the sunset in your location,", THEN turn on your hue lights"
hL3dUcJ8,WHEN every day after the markets close and a stock’s closing price rises above an amount you specify,", THEN turn on a slow color loop effect for your hue lights"
hLNF4XTA,WHEN every time somebody rings your Ring Doorbell,", THEN pause your robot"
hLVrifDF,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
hLy8uqfw,WHEN the Smarter iKettle 3,", THEN toggle your hue lights on or off"
hLyPtfih,WHEN only on specific days of the week at the time you provide,", THEN lock your smartthings devices that support locking"
hME5asP3,"WHEN once an hour at :00, :15, :30, or :45 minutes past the hour",", THEN change the color of your lights"
hMHfQep9,WHEN a selected member arrives,", THEN set your aura to guardian scene"
hMbYX5jF,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
hMtzrYdx,WHEN you say “Ok Google” to the Google Assistant followed by a phrase you choose,", THEN turn on, turn off or toggle your lights"
hNEG4XFk,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
hNUp7a8y,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to guardian scene"
hNa69EVv,WHEN a selected member arrives,", THEN set your aura to guardian scene"
hNyYVdaG,WHEN the scene is changed to the selected scene,", THEN set your aura to guardian scene"
hPJ4ZAaj,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
hPJg8bVF,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
hPUegnqQ,WHEN Aura detects motion when set to the Away scene,", THEN set your aura to away scene"
