id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
YkdjN8R9,Smart Life,Device or group is turned on,IF a device is turned on,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,This trigger fires when the specified device/group is turned on.,This action will turn off the device/group of your choosing.
YmKEi7x6,Flic,Flic is clicked,IF a button is pressed [FREE],TP-Link Kasa,Toggle,", THEN toggle a device on.",Generic/Other,This Trigger fires every time you click the selected Flic.,This action will toggle a device.
YqUFZkCy,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
YrXy79qQ,Button widget,Button press,IF a button is pressed,ThermoSmart,Unpause,", THEN pause the thermostat.",Generic/Other,This trigger fires every time you press the button.,"This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time."
YvKESMq8,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Nature Remo,Control home appliances,", THEN send a notify to a smart device.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will send an infrared signal to control your home appliances.
Z27kBbnq,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Z2VrMXcD,Date & Time,Every day at,IF a specified time occurs [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Z6ti8SuA,Email,Send IFTTT any email,IF an email is received with a specified hashtag [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,Send IFTTT any email at trigger@applet.ifttt.com and this Trigger fires. You can optionally add a single file attachment and IFTTT will create a public URL to the file as an Ingredient. ,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
ZGv4eRFS,Weather Underground,Sunset,"IF it is sunset, within a specified time",WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires within 15 minutes of the sunset in your location.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
ZHJSsjMx,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Nature Remo,Control home appliances,", THEN send a notify to a smart device.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will send an infrared signal to control your home appliances.
ZHfwRKLE,YouTube,New channel membership,IF a channel interaction occurs,SwitchBot,Bot press,", THEN trigger an automation bot.",Generic/Other,This trigger fires when there is a new membership for your channel.,This action will trigger the specified Bot to press the switch.
ZKSAmxeD,Knocki,Gesture with task matching ID occurs,IF a custom gesture or automation is triggered,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires if you tap a gesture with a custom IFTTT task matching the ID of this trigger.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
ZLm38sWY,Location,You enter an area,IF the user enters a specified area,WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,This Trigger fires every time you enter an area you specify.,"This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
ZMdUGm5L,SwitchBot,Temperature or humidity changes,IF a device is turned on,Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,"Whenever a preset temperature and/or humidity change detected, SwitchBot Thermometer & Hygrometer (the Meter) will try to trigger the service. E.g. if the temperature is too high, turn on AC with the SwitchBot Hub Plus (the Hub Plus).",This action will turn off the device/group of your choosing.
ZWP7wRph,Date & Time,Every day at,IF a specified time occurs [FREE],Wink: Aros,Turn A/C off,", THEN turn off a smart device.",Generic/Other,This Trigger fires every single day at a specific time set by you.,This Action will turn your Aros A/C off.
ZZrLdVyA,Date & Time,Every day of the week at,IF a specific day of the week occurs [FREE],iRobot,Start robot,", THEN start the robot.",Generic/Other,This Trigger fires only on specific days of the week at the time you provide.,This action will start your robot.
ZaE3Ne96,Google Assistant,Say a phrase with a text ingredient,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,This action will turn on the device/group of your choosing.
ZbKthuc7,SmartThings,Opened,IF a door or contact sensor opens,Smart Life,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your SmartThings device is opened.,This action will turn on the device/group of your choosing.
Zc3nkJgv,Android Device,Connects to a specific WiFi network,IF a device connects to a WiFi network,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This Trigger fires every time your Android device connects to a WiFi network you specify.,This action will turn on a device.
ZfhiTt9r,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],WeMo Smart Plug,Turn on,", THEN turn on a specific smart device.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.","This Action will turn a WeMo Switch on. If the WeMo Switch is already on, it will remain on."
Zfjm3YRV,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This action will turn on a device.
ZgNUcKEz,YouTube,New Super Chat message,IF a channel interaction occurs,WeMo Insight Switch,Turn on,", THEN turn on a specific smart device.",Generic/Other,This trigger fires when there is a new Super Chat message in a live chat during a live stream on your channel.,"This Action will turn a WeMo Insight Switch on. If the WeMo Insight Switch is already on, it will remain on."
Zr6ARwJ5,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase [FREE],Wemo Dimmer,Turn off,", THEN turn off a specified device.",Generic/Other,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.","This action will turn a WeMo Dimmer off. If the WeMo Dimmer is already off, it will remain off."
Zt8MPw9Q,Button widget,Button press,IF a button is pressed,ThermoSmart,Unpause,", THEN pause the thermostat.",Generic/Other,This trigger fires every time you press the button.,"This Action will unpause your ThermoSmart, i.e. set it to either a scheduled program or an exception if there is one for the current time."
ZvHdrTZg,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase [FREE],Smart Life,Turn off,", THEN switch off a device for a specified amount of time.",Generic/Other,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This action will turn off the device/group of your choosing.
Zxb2n9d6,MyQ,Door opened,IF a door or contact sensor opens,TP-Link Kasa,Turn on,", THEN turn on a device for a specific duration.",Generic/Other,This trigger fires when a door is opened.,This action will turn on a device.
ZxhzWgsS,Smappee,Power rises above,IF temperature rises above a threshold,WeMo Smart Plug,Turn off,", THEN turn off a specified device.",Generic/Other,This Trigger fires every time the power rises above the specified value in watts.,"This Action will turn a WeMo Switch off. If the WeMo Switch is already off, it will remain off."
