id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory,originalTrigger,originalAction
gCTda3g9,Google Assistant,Say a simple phrase,IF a voice assistant is activated with a specific phrase,Honeywell Total Connect Comfort,Resume programmed schedule,", THEN resumes the programmed schedule [ACTION_Y].",Thermostat/Heating,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.
gCWDHivM,Apilio,Receive an event from Apilio,IF a message containing a key phrase is sent,Hive Active Heating™ - UK and Europe,Set thermostat to a specific temperature in current mode,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This trigger fires every time IFTTT receives a specific event from Apilio.,This Action will set thermostat to a specific temperature in current mode
gLUBaV2q,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
gQT8egta,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Honeywell Total Connect Comfort,Set temperature for a period of time,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.
gSzJsnVq,Date & Time,Every day at,IF every day at a specified time,Nest Thermostat,Turn on fan for 15 minutes,", THEN configures thermostat fan mode [ACTION_Z].",Thermostat/Heating,This Trigger fires every single day at a specific time set by you.,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.
gVLFvkXR,Location,You enter an area,IF the user enters a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
gb6DiTBv,Location,You enter an area,IF the user enters a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
gewMzcsf,Location,You enter an area,IF the user enters a specified area,Hive Active Heating™ - UK and Europe,Set the thermostat to schedule,", THEN sets heating mode to [ACTION_X].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set the heating mode to schedule.
gn5jQmik,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
gnXYdbGq,Weather Underground,Current temperature rises above,IF local temperature is above a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
gsedw6K9,Android Device,Connects to a specific WiFi network,IF your Android device connects to a specified wifi network,Nature Remo,Turn on air conditioner,", THEN turns on the air conditioner and configures settings to [ACTION_X].",Thermostat/Heating,This Trigger fires every time your Android device connects to a WiFi network you specify.,"This action will turn on your air conditioner and set target temperature, AC operation mode and air volume settings.Note: Please use the Control Home Appliances actions for the button registered by learning mode."
gwJxQSTr,Netatmo Weather Station,Temperature drops below,IF temperature drops below a threshold,Netatmo Thermostat,Go back to schedule,", THEN restores default heating schedule [ACTION_Z].",Thermostat/Heating,This Trigger fires every time the temperature drops below a value you specify.,This Action will order your home to go back to default schedule.
h2y9MtQp,Location,You enter an area,IF the user enters a specified area,Hive Active Heating™ - UK and Europe,Boost heating ,", THEN boosts heating [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will boost heating to the temperature and duration you specify.
h5p2uSKB,Location,You enter an area,IF the user enters a specified area,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
h8fP6bCi,Weather Underground,Current temperature drops below,IF local temperature is below a specified value,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
hFYnsAt9,Amazon Alexa,Say a specific phrase,IF a voice assistant is activated with a specific phrase,Warmup Smart Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",This action will set your thermostat to a specified temperature.
hJZbAc7X,Location,You exit an area,IF the user exits a specified area,Nefit Easy,Set room temperature,", THEN sets the room temperature [ACTION_Z].",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the current room temperature to a level of your choice. This temperature level can be adjusted manually or if Clock Mode is activated.
hjAqwfHu,Location,You enter an area,IF the user enters a specified area,Honeywell Total Connect Comfort,Resume programmed schedule,", THEN resumes the programmed schedule [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you enter an area you specify.,This Action will set your Honeywell thermostat to resume the currently defined thermostat programmed schedule.
hjDTK5bY,Location,You exit an area,IF the user exits a specified area,ecobee,Set thermostat comfort profile until next transition,", THEN sets a timed [ACTION_X] to hold.",Thermostat/Heating,This Trigger fires every time you exit an area you specify.,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.
hm326ixG,Amazon Alexa,Item added to your To Do List,IF an item is added to a to-do list,Nest Thermostat,Set temperature,", THEN sets the thermostat temperature [ACTION_Y].",Thermostat/Heating,This Trigger fires every time you add an item to your To Do List.,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.
