triggerDesc,actionDesc,freeOrLocked
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo switch is turned off.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF WeMo light is turned on,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF doorbell motion,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the twitter user you specify tweets.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when there is a new membership for your channel.,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF quarter hour,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when an abode alarm is active.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF ifttt email trigger,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your wemo switch is turned on.,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF doorbell motion,", THEN turns on the light [ACTION_Y].",LOCKED
IF temperature rises above a threshold,", THEN turns off a light switch [ACTION_W].",LOCKED
IF motion detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF apilio event,", THEN switches on the lights [ACTION_Z].",LOCKED
IF alexa custom phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires if you tap a gesture with a custom ifttt task matching the id of this trigger.,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time you are tagged you in a new photo. note: facebook privacy settings may block ifttt’s access to some photos you are tagged in.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF generic button press,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF weekly schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF new follower,", THEN adjusts the brightness of lights [ACTION_Z].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF google assistant phrase,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF superchat received,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF battery is low,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF kettle boiled,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF quarter hour,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF WeMo light is turned on,", THEN turns off a light switch [ACTION_W].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF generic button press,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF Android notification is received,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF weekly schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Android notification is received,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF area entered,", THEN turns on a light switch [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your timer goes off.,", THEN sets lights to a predefined scene [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the price of electricity changes.,", THEN changes the color of lights [ACTION_Y].",LOCKED
IF co2 low,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF ifttt hashtag email,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sunset approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF an audio event is detected,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sms received,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF area exited,", THEN turns off smart lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF renewable energy change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the specified product turns on.,", THEN turns off the light [ACTION_W].",LOCKED
IF weather condition change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF doorbell motion,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when the goal is close to derailing. it will begin firing according to the goal's reminder settings.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your ecobee thermostat and room sensors change to smart home or smart away comfort profiles.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time it is christmas in the time zone you specify.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF weekly schedule,", THEN turns on the light [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF sunset approaching,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns off a light switch [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time the you ask alexa what's on your to do list.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires whenever someone posts a new message in the selected room.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunrise approaching,", THEN turns on smart lights [ACTION_X].",LOCKED
IF area entered,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sms received,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF generic button press,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF camera motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
IF alexa custom phrase,", THEN turns on a light switch [ACTION_Y].",LOCKED
IF an SMS is received,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a sighthound video rule you specify sends an event. you must first configure the rule in sighthound video to “send an ifttt event”.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF night mode on,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF alarm triggered,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF generic button press,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF tomorrow weather change,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF calendar event is upcoming,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your android device is plugged in.,", THEN toggles the lights on or off [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when an event is triggered from your litter robot. ie. clean cycle completes,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF area entered,", THEN turns on smart lights [ACTION_X].",LOCKED
IF camera motion,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time a new photo is added to your camera roll.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF area entered,", THEN turns off smart lights [ACTION_W].",LOCKED
IF google assistant phrase,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF weekly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF today weather report,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF WeMo light is turned on,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your cookit has finished successfully.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF alexa custom phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your device is nearly out of battery.,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF dryer done,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF Wyze detects motion,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF door locked,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time your fitbit logs new sleep.,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF sunrise approaching,", THEN turns off smart lights [ACTION_W].",LOCKED
IF sunset approaching,", THEN activates a lighting scene [ACTION_Y].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF daily schedule,", THEN turns on smart lights [ACTION_X].",LOCKED
IF sunset approaching,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF a known caller calls,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
IF generic button press,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
IF weekly schedule,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area exited,", THEN switches off the lights [ACTION_W].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires every time your withings sleep detects that you get into bed, within the start and end time parameters that you specify.",", THEN toggles the lights on or off [ACTION_Y].",LOCKED
IF google assistant phrase,", THEN turns on smart lights in [ACTION_X].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires when a routine is activated.,", THEN turns off smart lights [ACTION_W].",LOCKED
IF daily schedule,", THEN turns off smart lights [ACTION_W].",LOCKED
__UNMATCHED_TRIGGER__ this trigger fires every time somebody rings your ring doorbell.,", THEN briefly toggles the lights off and on [ACTION_Z].",LOCKED
"__UNMATCHED_TRIGGER__ this trigger fires when an issue occurs, such as low battery, device offline, etc.",", THEN activates a lighting scene in [ACTION_X].",LOCKED
IF area exited,", THEN turns off a light switch [ACTION_W].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF quarter hour,", THEN sets the color temperature of lights [ACTION_Y].",LOCKED
IF area exited,", THEN turns off the light [ACTION_W].",LOCKED
IF daily schedule,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF out of bed,", THEN activates a lighting scene [ACTION_Y].",LOCKED
IF sunset approaching,", THEN turns on smart lights in [ACTION_X].",LOCKED
IF sms received,", THEN triggers a light animation effect [ACTION_Z].",LOCKED
IF sunset approaching,", THEN turns on a light switch in [ACTION_X].",LOCKED
IF door locked,", THEN turns off smart lights [ACTION_W].",LOCKED
IF temperature rises above a threshold,", THEN turns off a light switch [ACTION_W].",LOCKED
IF daily schedule,", THEN adjusts the brightness of lights [ACTION_W].",LOCKED
