id,triggerChannelTitle,triggerTitle,triggerDesc,actionChannelTitle,actionTitle,actionDesc,deviceCategory
cweRPYBy,Scout Alarm,Mode disarmed,This Trigger fires when a mode is disarmed.,ecobee,Resume thermostat program,This Action removes the currently running event on the selected thermostat providing the event is not a mandatory demand response event.,Thermostat/Heating
cyNgHpq4,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
czrEhAjR,True Energy Smart Home Norway,Electricity in Norway is Expensive,This trigger fires at the hours where electricity in Norway is expensive.,Home Connect Fridge Freezer,Set freezer temperature,This action will set the freezer temperature.,Thermostat/Heating
d3Tu6z2i,Button widget,Button press,This trigger fires every time you press the button.,Netatmo Thermostat,Turn thermostat off (Hidden),This Action will turn your thermostat off.,Thermostat/Heating
d7jKsSPx,Location,You enter an area,This Trigger fires every time you enter an area you specify.,nVent Nuheat Signature Thermostat,Set group mode,This action will set a thermostat group mode,Thermostat/Heating
dLghVEdY,Android Device,Connects to a specific WiFi network,This Trigger fires every time your Android device connects to a WiFi network you specify.,Sensibo,Turn A/C on,"Turn your A/C on with a set temperature, mode and fan level.",Thermostat/Heating
dLqeYc3k,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
dWDF2V8E,Android SMS,New SMS received matches search,This Trigger fires every time you receive an SMS on your Android device that matches a search you specify.,ecobee,Set thermostat comfort profile until next transition,This Action will set the thermostat into a hold using the settings from the specified comfort profile. This comfort profile hold will remain in effect until the next next comfort profile transition in the program.,Thermostat/Heating
dakVp7R9,Amazon Alexa,Item added to your To Do List,This Trigger fires every time you add an item to your To Do List.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
duC5jLqb,Google Assistant,Say a simple phrase,"This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase you choose. For example, say “Ok Google, I’m running late” to text a family member that you’re on your way home.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
duhL78pF,RescueTime,New alert delivered,This Trigger fires every time a RescueTime alert goes off.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
dyJa8mhu,Location,You enter an area,This Trigger fires every time you enter an area you specify.,LightwaveRF Heating,Set temperature,This Action will set the temperature of a thermostat or thermostatic radiator valve (TRV).,Thermostat/Heating
e2LR3Yn5,Weather Underground,Current temperature rises above,This Trigger monitors your local temperature and fires whenever the temperature rises above the value you provide.,Heatmiser,Set Standby Mode,This Action will activate Standby Mode on the selected Heatmiser Thermostat.,Thermostat/Heating
e4F2ALj3,Uplink Remote,The alarm panel has been armed,This trigger fires every time when your alarm panel is armed,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
eKWCQ54M,ecobee,Thermostat indoor humidity is greater than,This trigger fires every time your ecobee thermostat senses that the indoor humidity is greater than a specific value you supply.,ecobee,Set thermostat hold for X hours,This action will set the thermostat into a hold with the specified temperature for the specified number of hours.,Thermostat/Heating
eSL5sk4b,Location,You enter an area,This Trigger fires every time you enter an area you specify.,Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
eUWirDx8,Netatmo Weather Station,Carbon dioxide rises above,This Trigger fires every time the carbon dioxide rises above a value you specify.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
eVp5YWxH,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
eWCiJBwN,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
ehgkbyi5,Amazon Alexa,Say a specific phrase,"This trigger fires every time you say 'Alexa trigger' + the phrase that you have defined. For instance, if you set 'party time' as the phrase, you can say 'Alexa trigger party time' to have your lights loop colors.",Honeywell Total Connect Comfort,Set temperature for a period of time,This Action will set your Honeywell thermostat to hold a temperature for a specified period of time. The schedule will resume when the time expires.,Thermostat/Heating
etrM483v,Gira Smart Home,Switched off,This trigger fires when a KNX device or binary switch is turned off.,tadoº Heating,Return to tado⁠° automatic control,"This Action will return control of your heating to tado⁠°, using your user-defined settings (e.g. location and Smart Schedule) to automatically determine the right room temperature.",Thermostat/Heating
etu5dbrs,Weather Underground,Current temperature drops below,This Trigger monitors your local temperature and fires whenever the temperature drops below the value you provide.,Nest Thermostat,Turn on fan for 15 minutes,This Action will turn on your HVAC system fan for the amount of time you specify in your Nest fan timer setting (default is 15 minutes). NOTE: works only if you have a fan option and Nest is set to Home.,Thermostat/Heating
eui6xwR7,Google Assistant,Say a phrase with a text ingredient,This trigger fires when you say “Ok Google” to the Google Assistant followed by a phrase like “Post a tweet saying ‘New high score.’” **Use the $ symbol to specify where you'll say the text ingredient,Nest Thermostat,Set temperature,This Action will set a Nest Thermostat to the temperature you specify. NOTE: works only when Nest is set to Home.,Thermostat/Heating
evVx2iNg,True Energy Smart Home Norway,Electricity in Norway is Expensive,This trigger fires at the hours where electricity in Norway is expensive.,Home Connect Fridge Freezer,Set freezer temperature,This action will set the freezer temperature.,Thermostat/Heating
